"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-05-01","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-02","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-03","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-04","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-05","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-06","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-07","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-08","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-09","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-10","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-11","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-12","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-13","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-14","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-15","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-16","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-17","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-18","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-19","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-20","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-21","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-22","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-23","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-24","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-25","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-26","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-27","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-28","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-29","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-30","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-05-31","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-01","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-02","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-03","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-04","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-05","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-06","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-07","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-08","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-09","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-10","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-11","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-12","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-13","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-14","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-15","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-16","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-17","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-18","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-19","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-20","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-21","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-22","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-23","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-24","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-25","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-26","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-27","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-28","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-29","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-06-30","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-01","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-02","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-03","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-04","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-05","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-06","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-07","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-08","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-09","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-10","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-11","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-12","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-13","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-14","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-15","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-16","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-17","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-18","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-19","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-20","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-21","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-22","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-23","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
36,"kleine Badewiese","2019-07-24","ausgezeichnet",4.33353149171793,504.524211683811,44.7083389902602
28,"Grunewaldturm","2019-05-01","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-02","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-03","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-04","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-05","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-06","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-07","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-08","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-09","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-10","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-11","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-12","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-13","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-14","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-15","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-16","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-17","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-18","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-19","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-20","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-21","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-22","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-23","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-24","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-25","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-26","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-27","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-28","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-29","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-30","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-05-31","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-01","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-02","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-03","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-04","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-05","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-06","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-07","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-08","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-09","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-10","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-11","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-12","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-13","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-14","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-15","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-16","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-17","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-18","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-19","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-20","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-21","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-22","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-23","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-24","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-25","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-26","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-27","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-28","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-29","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-06-30","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-01","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-02","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-03","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-04","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-05","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-06","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-07","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-08","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-09","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-10","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-11","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-12","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-13","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-14","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-15","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-16","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-17","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-18","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-19","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-20","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-21","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-22","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-23","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
28,"Grunewaldturm","2019-07-24","ausgezeichnet",2.99451014956867,324.980606496722,31.5735824963506
